EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
11.479,26.058,25.644,35.386,20.382,32.529,2.608,31.558,-0.023,0.978,-0.294,0.000,-1.038,-1.526,86.667,103083.000,1.000
4.898,18.901,19.588,30.116,13.990,27.111,-4.581,24.934,-0.025,0.978,-0.294,-0.061,-1.068,-1.556,86.667,103084.000,1.000
-2.174,9.603,12.049,23.280,6.028,19.858,-12.530,17.344,-0.023,0.975,-0.297,-0.153,-1.007,-1.587,86.667,103085.000,1.000
1.836,9.446,13.751,25.079,7.116,21.348,-10.051,19.329,-0.024,0.979,-0.296,-0.153,-1.129,-1.617,86.667,103086.000,1.000
6.896,10.776,16.149,26.310,8.956,23.310,-6.103,21.586,-0.024,0.980,-0.294,-0.183,-1.129,-1.587,86.667,103087.000,1.000
1.729,3.143,9.163,16.844,0.804,14.602,-12.564,12.589,-0.025,0.979,-0.294,-0.305,-1.221,-1.526,86.667,103088.000,1.000
0.098,-1.807,5.294,9.367,-6.015,6.983,-18.587,3.485,-0.024,0.977,-0.297,-0.336,-1.160,-1.465,86.667,103089.000,1.000
13.963,7.837,15.756,15.185,0.494,14.026,-12.114,6.152,-0.023,0.975,-0.294,-0.366,-1.190,-1.373,86.667,103090.000,1.000
27.651,19.589,26.443,20.866,8.776,25.089,-4.554,9.145,-0.022,0.976,-0.294,-0.427,-1.221,-1.343,86.667,103091.000,1.000
24.762,19.139,22.626,12.731,5.285,25.595,-9.288,-0.297,-0.022,0.975,-0.294,-0.549,-1.160,-1.434,86.667,103092.000,1.000
13.869,13.077,11.499,-0.998,-3.599,20.325,-19.819,-14.488,-0.024,0.973,-0.293,-0.488,-1.160,-1.373,86.667,103093.000,1.000
9.357,13.079,6.013,-7.069,-6.055,20.349,-23.580,-20.004,-0.023,0.971,-0.293,-0.336,-1.190,-1.282,86.667,103094.000,1.000
10.025,17.986,6.792,-5.366,-2.130,25.294,-19.492,-15.542,-0.023,0.971,-0.294,-0.336,-1.160,-1.190,86.667,103095.000,1.000
8.115,20.444,7.468,-2.347,1.425,28.039,-14.710,-7.778,-0.026,0.968,-0.291,-0.244,-1.221,-1.221,86.667,103096.000,1.000
2.190,17.627,5.185,-0.958,1.101,25.106,-14.198,-1.542,-0.025,0.968,-0.294,-0.183,-1.251,-1.190,86.667,103097.000,1.000
-3.986,12.188,1.914,-0.377,-1.840,18.701,-17.072,2.128,-0.025,0.968,-0.296,-0.092,-1.251,-1.282,86.667,103098.000,1.000
-7.028,9.317,1.539,2.017,-2.978,14.499,-18.659,5.054,-0.026,0.968,-0.294,0.122,-1.312,-1.251,86.667,103099.000,1.000
-8.295,9.967,3.807,6.090,-0.810,14.169,-17.999,8.063,-0.026,0.967,-0.296,0.153,-1.373,-1.251,86.667,103100.000,1.000
-12.173,8.937,3.457,7.612,-0.013,12.527,-19.782,8.568,-0.027,0.965,-0.297,0.336,-1.343,-1.221,86.667,103101.000,1.000
-17.722,4.988,0.283,6.691,-2.107,8.678,-23.715,7.051,-0.026,0.967,-0.297,0.488,-1.312,-1.251,86.667,103102.000,1.000
-17.780,4.364,1.372,9.658,-0.955,9.642,-22.555,9.260,-0.025,0.966,-0.295,0.580,-1.373,-1.251,86.667,103103.000,1.000
-9.962,9.929,10.042,18.578,6.687,17.470,-14.396,17.027,-0.026,0.967,-0.294,0.671,-1.404,-1.190,86.667,103104.000,1.000
-2.084,14.267,18.908,25.783,13.308,22.754,-8.005,22.971,-0.026,0.968,-0.295,0.702,-1.343,-1.343,86.667,103105.000,1.000
0.670,11.769,21.314,25.795,12.277,18.869,-9.566,21.685,-0.023,0.968,-0.296,0.793,-1.282,-1.282,86.667,103106.000,1.000
6.949,11.142,24.616,26.918,11.344,14.752,-10.652,20.836,-0.025,0.968,-0.298,0.977,-1.251,-1.343,86.667,103107.000,1.000
21.028,18.126,33.775,34.080,16.335,17.330,-5.755,24.810,-0.024,0.970,-0.294,0.946,-1.129,-1.312,86.667,103108.000,1.000
29.083,22.082,37.876,35.516,17.286,17.741,-5.401,22.544,-0.022,0.972,-0.296,0.977,-1.160,-1.373,86.667,103109.000,1.000
25.270,19.084,33.241,26.789,10.773,13.209,-12.756,10.667,-0.024,0.972,-0.298,0.977,-1.068,-1.373,86.667,103110.000,1.000
20.920,18.761,29.886,18.923,6.829,13.533,-17.092,0.437,-0.025,0.976,-0.297,0.885,-1.099,-1.373,86.667,103111.000,1.000
18.815,22.502,29.106,15.111,7.145,19.665,-16.561,-4.649,-0.022,0.975,-0.294,0.793,-0.977,-1.373,86.667,103112.000,1.000
12.844,24.167,24.724,9.939,5.612,23.880,-18.022,-9.216,-0.024,0.976,-0.297,0.610,-0.946,-1.373,86.667,103113.000,1.000
4.254,23.193,17.739,3.682,2.186,23.499,-22.500,-12.412,-0.024,0.975,-0.293,0.549,-0.854,-1.434,86.667,103114.000,1.000
-1.207,22.632,13.414,0.546,0.832,21.354,-26.075,-10.244,-0.026,0.974,-0.296,0.580,-0.732,-1.404,86.667,103115.000,1.000
-1.361,24.820,14.494,3.293,4.195,21.960,-25.152,-1.600,-0.026,0.974,-0.294,0.397,-0.671,-1.404,86.667,103116.000,1.000
0.092,28.221,18.635,10.303,10.820,26.134,-20.095,10.202,-0.025,0.973,-0.295,0.366,-0.641,-1.434,86.667,103117.000,1.000
-2.152,27.254,19.653,15.182,14.707,28.509,-16.264,19.092,-0.025,0.970,-0.295,0.397,-0.519,-1.465,86.667,103118.000,1.000
-8.077,20.869,15.790,14.475,12.908,25.933,-16.895,22.282,-0.025,0.971,-0.299,0.366,-0.458,-1.465,86.667,103119.000,1.000
-14.154,13.892,10.638,10.404,8.303,21.078,-20.577,20.580,-0.025,0.973,-0.299,0.305,-0.427,-1.404,86.667,103120.000,1.000
-18.752,9.629,6.493,5.921,4.308,17.057,-25.003,15.569,-0.025,0.973,-0.296,0.275,-0.397,-1.312,86.667,103121.000,1.000
