EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-1.077,8.563,0.674,2.151,-10.262,0.814,-14.184,-0.264,-0.036,0.956,-0.333,-0.916,-0.885,-1.190,86.667,92502.000,1.000
4.986,13.546,4.983,6.769,-4.511,5.697,-8.582,5.025,-0.035,0.955,-0.332,-0.824,-0.916,-1.007,86.667,92503.000,1.000
10.346,18.723,10.459,13.474,3.198,11.653,-1.949,12.375,-0.038,0.957,-0.335,-0.610,-0.946,-0.824,86.667,92504.000,1.000
11.232,21.348,13.800,17.362,8.618,15.290,1.627,16.767,-0.039,0.957,-0.331,-0.641,-0.977,-0.702,86.667,92505.000,1.000
12.488,23.662,16.351,19.347,12.095,17.558,3.379,18.623,-0.037,0.956,-0.333,-0.610,-1.160,-0.641,86.667,92506.000,1.000
16.559,26.186,18.701,21.424,13.969,18.696,4.205,19.196,-0.038,0.957,-0.334,-0.458,-1.251,-0.488,86.667,92507.000,1.000
19.484,25.906,18.588,21.410,12.317,16.305,1.400,16.480,-0.036,0.956,-0.333,-0.458,-1.312,-0.305,86.667,92508.000,1.000
20.265,23.701,17.183,18.828,8.941,11.879,-3.940,11.298,-0.036,0.956,-0.332,-0.427,-1.282,-0.275,86.667,92509.000,1.000
23.074,23.986,18.002,17.726,8.340,10.226,-6.295,8.672,-0.033,0.956,-0.334,-0.488,-1.343,-0.092,86.667,92510.000,1.000
27.548,27.024,20.729,19.742,10.694,12.205,-4.064,10.339,-0.031,0.955,-0.335,-0.366,-1.251,0.061,86.667,92511.000,1.000
27.218,28.305,21.522,20.707,11.655,13.602,-1.929,12.070,-0.030,0.957,-0.334,-0.397,-1.099,0.153,86.667,92512.000,1.000
20.842,25.881,18.850,17.698,9.056,11.751,-3.583,10.554,-0.028,0.960,-0.334,-0.244,-1.129,0.214,86.667,92513.000,1.000
15.615,23.322,15.831,14.213,5.982,9.527,-6.373,8.380,-0.027,0.961,-0.334,-0.183,-0.977,0.275,86.667,92514.000,1.000
15.889,22.987,14.522,13.688,4.925,9.653,-6.885,8.488,-0.027,0.960,-0.331,-0.214,-0.946,0.275,86.667,92515.000,1.000
17.933,22.965,13.592,14.374,4.532,10.597,-6.063,9.372,-0.025,0.958,-0.332,-0.275,-0.793,0.305,86.667,92516.000,1.000
20.512,24.001,14.546,15.830,5.577,12.504,-3.979,10.689,-0.023,0.958,-0.333,-0.275,-0.671,0.336,86.667,92517.000,1.000
28.471,30.913,22.067,21.972,12.412,19.612,3.084,16.299,-0.023,0.960,-0.332,-0.366,-0.488,0.366,86.667,92518.000,1.000
39.224,41.538,33.008,30.731,22.360,29.899,13.064,24.570,-0.024,0.959,-0.330,-0.366,-0.214,0.244,86.667,92519.000,1.000
41.728,44.599,35.594,31.988,23.936,32.082,15.004,25.572,-0.024,0.957,-0.330,-0.397,0.000,0.153,86.667,92520.000,1.000
35.063,37.064,27.884,24.264,14.926,22.904,5.944,17.463,-0.024,0.958,-0.334,-0.427,0.061,0.061,86.667,92521.000,1.000
